0,0.8960568904876709,60000,2.30357,0.09740
246,4.576702833175659,120024,2.30295,0.08920
409,7.721883773803711,219552,2.30297,0.08920
630,11.706573009490967,333232,2.30247,0.08920
876,15.394005537033081,393256,2.30231,0.11290
882,16.23669743537903,454476,2.30230,0.11140
986,18.447035312652588,539608,2.30218,0.10360
1005,19.476641178131104,604000,2.30214,0.10400
1044,20.77649164199829,673272,2.30210,0.14100
1138,22.84733510017395,755964,2.30206,0.15120
1254,25.220125436782837,844024,2.30210,0.11640
1444,28.64098620414734,950140,2.30199,0.10320
1690,32.32589673995972,1010164,2.30177,0.16670
1850,35.31114315986633,1108960,2.30168,0.16810
1873,36.391515254974365,1174328,2.30162,0.15060
2028,39.32218337059021,1271904,2.30159,0.16570
2064,40.59556531906128,1340444,2.30151,0.16000
2310,44.27108287811279, 1400468, 2.30133, 0.12060
2370,45.863489627838135,1474864,2.30129,0.12120
2616,49.508660078048706,1534888,2.30108,0.10410
