234,2.4619967937469482,59920,2.30163,0.04790
469,5.343805313110352,119840,2.30074,0.06850
704,8.231280088424683,179760,2.29980,0.10810
939,11.112614870071411,239680,2.29870,0.13520
1174,14.007575511932373,299600,2.29735,0.15440
1409,16.891131162643433,359520,2.29557,0.19640
1644,19.794020414352417,419440,2.29325,0.25570
1879,22.6847403049469,479360,2.29009,0.31360
2114,25.58956551551819,539280,2.28552,0.34210
2349,28.47078847885132,599200,2.27854,0.35390
2584,31.368452310562134,659120,2.26687,0.37330
2819,34.24868059158325,719040,2.24452,0.38850
3054,37.14275288581848,778960,2.18941,0.39070
3289,40.03235864639282,838880,2.01944,0.41090
3524,42.92955827713013,898800,1.74675,0.45030
3759,45.81234812736511,958720,1.57529,0.46160
3994,48.71084785461426,1018640,1.49602,0.46690
4229,51.59173345565796,1078560,1.45289,0.46760
4464,54.49173426628113,1138480,1.41905,0.46890
4699,57.36849880218506,1198400,1.39267,0.47170
