1993,16.469692707061768,59984,1.57580,0.59810
3839,32.09802293777466,119760,0.88603,0.72280
5864,49.201756954193115,179760,0.32770,0.91000
7899,66.64149260520935,239680,0.19439,0.94740
9744,82.25033235549927,299680,0.15215,0.96080
11709,98.71376371383667,359680,0.13402,0.96220
13659,114.94370555877686,419680,0.11943,0.96710
15624,131.4110815525055,479680,0.10049,0.97160
17619,148.32514882087708,539680,0.09509,0.97190
19516,164.272807598114,599552,0.09597,0.97370
21511,181.20627641677856,659552,0.10511,0.96870
23521,198.2076380252838,719552,0.08069,0.97690
25703,216.70315551757812,779424,0.07811,0.97610
27728,233.90573835372925,839424,0.08436,0.97430
29693,250.38016152381897,899424,0.08373,0.97670
31718,267.24320936203003,959424,0.07038,0.97690
33693,283.7169418334961,1019344,0.06440,0.97910
35730,300.89390087127686,1079296,0.07150,0.97850
37680,317.3533933162689,1139296,0.05429,0.98160
39510,332.85956859588623,1199296,0.04840,0.98250
41497,349.5808072090149,1259168,0.05190,0.98170
43341,364.9926540851593,1319152,0.04870,0.98390
45306,381.40383744239807,1379152,0.04652,0.98390
47181,397.1385850906372,1439152,0.04817,0.98330
49086,412.83247327804565,1499152,0.04445,0.98240
51082,429.68081426620483,1558928,0.04594,0.98190
53122,447.19799184799194,1618928,0.04899,0.98220
54982,463.18009972572327,1678928,0.04204,0.98430
57067,480.9462716579437,1738928,0.04270,0.98310
59109,498.20538997650146,1798720,0.04419,0.98410
61134,515.2504880428314,1858720,0.04883,0.98260
62994,530.8402280807495,1918720,0.03894,0.98470
64914,547.0843212604523,1978720,0.06089,0.97870
66954,564.1176180839539,2038720,0.03509,0.98560
68919,581.0451335906982,2098720,0.03688,0.98510
70884,597.7822151184082,2158720,0.03781,0.98440
72964,615.4142799377441,2218640,0.03920,0.98390
74943,632.0457482337952,2278624,0.03462,0.98710
76848,648.080438375473,2338624,0.03749,0.98430
78873,665.0695638656616,2398624,0.03369,0.98630
80643,679.7622509002686,2458624,0.04107,0.98340
82654,696.6891713142395,2518400,0.03431,0.98490
84814,714.7047038078308,2578400,0.03247,0.98600
86876,732.0906798839569,2638272,0.03096,0.98670
88858,748.832515001297,2698064,0.03355,0.98260
90808,765.2439253330231,2758064,0.02726,0.98620
92920,782.6833815574646,2818016,0.02816,0.98690
94915,799.3313751220703,2878016,0.03470,0.98430
96820,815.1592197418213,2938016,0.03245,0.98630
98687,830.7261989116669,2997888,0.02493,0.98770
100596,846.8249464035034,3057712,0.02331,0.98620
102503,862.9096636772156,3117504,0.02427,0.98740
104476,879.457976102829,3177392,0.02556,0.98650
106471,896.3164694309235,3237392,0.02368,0.98590
108572,913.7504432201385,3297168,0.02447,0.98520
110732,931.7022452354431,3357168,0.02479,0.98660
112716,948.3814446926117,3416992,0.02423,0.98730
114576,964.0305063724518,3476992,0.02061,0.98750
116451,980.0750558376312,3536992,0.02002,0.98870
118435,996.8807015419006,3596816,0.02040,0.98770
120397,1013.397331237793,3656768,0.02126,0.98790
122407,1030.4024257659912,3716768,0.01841,0.98840
124342,1046.6477773189545,3776768,0.01743,0.98800
126322,1062.9455807209015,3836768,0.02039,0.98790
128317,1079.6700611114502,3896768,0.02387,0.98550
130468,1097.6575064659119,3956624,0.02142,0.98680
132598,1115.6259100437164,4016624,0.01728,0.98810
134548,1132.131088256836,4076624,0.01597,0.98800
136588,1149.4355664253235,4136624,0.01810,0.98770
138614,1166.5319411754608,4196400,0.03233,0.98430
140474,1182.3193657398224,4256400,0.02137,0.98740
142498,1199.1297016143799,4316384,0.01874,0.98800
144405,1214.9615197181702,4376176,0.02566,0.98610
146310,1230.6158411502838,4436176,0.01445,0.98940
148215,1246.379672050476,4496176,0.01716,0.98860
150030,1261.6013345718384,4556176,0.01510,0.98930
151986,1278.0366697311401,4616032,0.01661,0.98860
153894,1294.1842095851898,4675840,0.01482,0.98770
155919,1311.3020939826965,4735840,0.01379,0.98910
157974,1328.6354019641876,4795840,0.01410,0.98750
160044,1345.8456575870514,4855840,0.02264,0.98730
161964,1361.874704360962,4915840,0.01270,0.98860
163944,1378.2140691280365,4975840,0.02062,0.98750
166093,1396.5320830345154,5035664,0.01437,0.98810
168023,1412.9581122398376,5095584,0.01463,0.98680
169868,1428.502324104309,5155584,0.01489,0.98710
171833,1445.0011761188507,5215584,0.01158,0.99040
173782,1461.3519537448883,5275568,0.00955,0.98980
175777,1478.0823690891266,5335568,0.01162,0.98840
177715,1494.3618581295013,5395376,0.01309,0.98790
179755,1511.2828924655914,5455376,0.01218,0.98930
181821,1528.4046149253845,5515312,0.01215,0.98720
183846,1545.6998269557953,5575312,0.01085,0.98770
185931,1563.3650937080383,5635312,0.01247,0.98870
188069,1581.6001987457275,5695200,0.01127,0.98840
190169,1599.6501688957214,5755200,0.02015,0.98590
192183,1616.4538440704346,5815024,0.01022,0.98840
194268,1633.9219748973846,5875024,0.01103,0.98910
196287,1651.025063276291,5934928,0.01129,0.98870
198314,1667.9392099380493,5994720,0.01577,0.98710
200127,1683.216317653656,6054688,0.01011,0.98810
202020,1699.2721157073975,6114496,0.01099,0.98710
203895,1714.9881103038788,6174496,0.00832,0.98850
205905,1731.8821516036987,6234496,0.01519,0.98720
207860,1748.3522145748138,6294336,0.01038,0.98790
209795,1764.5577080249786,6354336,0.01257,0.98660
211715,1780.8672466278076,6414336,0.00992,0.98720
213650,1797.2962834835052,6474336,0.00681,0.98900
215470,1812.5035197734833,6534176,0.00600,0.98850
217345,1828.1620066165924,6594176,0.00717,0.98870
219264,1843.848492860794,6654160,0.00678,0.98840
221327,1860.9616894721985,6714048,0.00791,0.98930
223217,1876.7995080947876,6774048,0.00768,0.98920
225133,1892.9219846725464,6833984,0.00735,0.98840
